year,category,canonical_category,nominee,nominee_id,work,work_id,role,network,poster_url,nominee_url,winner,show_first_air_date,show_status,show_seasons,show_runtime,show_genres,show_overview,backdrop_url,imdb_show_url,tmdb_show_url,person_birthday,person_birthplace,person_department,person_gender,person_biography,imdb_person_url,tmdb_person_url
1954,Best New Program,Best New Program,,,Person to Person,,,CBS,https://image.tmdb.org/t/p/w500/45ViOxTTPpkk4dpX6aaQZcbDMzR.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,The Loretta Young Show,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Edward R. Murrow,,,CBS,,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Martha Raye,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Fulton J. Sheen,,,Syndication,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Make Room for Daddy,,,ABC,,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Jack Webb,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Art Carney,,The Jackie Gleason Show,,Ed Norton,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Audrey Meadows,,The Jackie Gleason Show,,Alice Kramden,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Bea Benaderet,,The George Burns and Gracie Allen Show,,Blanche Morton,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Ben Alexander,,Dragnet,,Officer Frank Smith,NBC,https://image.tmdb.org/t/p/w500/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Carl Reiner,,Your Show of Shows,,various characters,NBC,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Dinah Shore,,The Dinah Shore Show,,herself,NBC,https://image.tmdb.org/t/p/w500/iuydnKtbIT9Zgf4FVOTQgna6Rjq.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Donald O'Connor,,The Colgate Comedy Hour,,himself,NBC,https://image.tmdb.org/t/p/w500/oWvIOn94vgsrius8HYTreQgJtjp.jpg,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Eve Arden,,Our Miss Brooks,,Connie Brooks,CBS,https://image.tmdb.org/t/p/w500/xNTKuGh4JYG449XJn7lf4V2WuGl.jpg,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Imogene Coca,,Your Show of Shows,,various characters,NBC,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Jack Webb,,Dragnet,,Sgt. Joe Friday,NBC,https://image.tmdb.org/t/p/w500/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Jackie Gleason,,The Jackie Gleason Show,,Ralph Kramden,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Loretta Young,,The Loretta Young Show,,herself,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Lucille Ball,,I Love Lucy,,Lucy Ricardo,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Marion Lorne,,Mr. Peepers,,Mrs. Gurney,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Ruth Gilbert,,The Milton Berle Show,,Max,NBC,https://image.tmdb.org/t/p/w500/a97OyX2V6YmNGYmpi64h14psFOO.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Sid Caesar,,Your Show of Shows,,various characters,NBC,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Tony Randall,,Mr. Peepers,,Harvey Weskitt,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Vivian Vance,,I Love Lucy,,Ethel Mertz,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,Wally Cox,,Mr. Peepers,,Robinson Peepers,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,William Frawley,,I Love Lucy,,Fred Mertz,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Situation Comedy,Best Situation Comedy,,,I Love Lucy,,,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Situation Comedy,Best Situation Comedy,,,Topper,,,CBS,https://image.tmdb.org/t/p/w500/z7arSKmtwiEwKgy9XCxa4neWktf.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Situation Comedy,Best Situation Comedy,,,Our Miss Brooks,,,CBS,https://image.tmdb.org/t/p/w500/xNTKuGh4JYG449XJn7lf4V2WuGl.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Situation Comedy,Best Situation Comedy,,,Mr. Peepers,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best Situation Comedy,Best Situation Comedy,,,The George Burns and Gracie Allen Show,,,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Omnibus,,,CBS,https://image.tmdb.org/t/p/w500/8VgL1w0koQ0cJK01OTTg5kkc7qx.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Your Show of Shows,,,NBC,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,You Bet Your Life,,,NBC,https://image.tmdb.org/t/p/w500/kFdD8LAAhDAXiWVF7KBati9l17W.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Two for the Money,,,CBS,https://image.tmdb.org/t/p/w500/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,The Colgate Comedy Hour,,,NBC,https://image.tmdb.org/t/p/w500/oWvIOn94vgsrius8HYTreQgJtjp.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,I've Got a Secret,,,CBS,https://image.tmdb.org/t/p/w500/yMGxV37D6Jt3Len7q8QocLJJ5E3.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Dragnet,,,NBC,https://image.tmdb.org/t/p/w500/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,The Jackie Gleason Show,,,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,What's My Line?,,,CBS,https://image.tmdb.org/t/p/w500/A9T7xSQFnlxFgZkqC4lmHYPXhq4.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Suspense,,,CBS,https://image.tmdb.org/t/p/w500/9h8qVuMWqm7ptN7xati8GKYqnwJ.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,This Is Your Life,,,NBC,https://image.tmdb.org/t/p/w500/ot1iWBTekpduO2q6TFto7zj2hf.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Toast of the Town,,,CBS,,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,I Led Three Lives,,,NBC,https://image.tmdb.org/t/p/w500/y9dv0qKA6HPSZZlojjMdd2z0uLY.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,Foreign Intrigue,,,NBC,https://image.tmdb.org/t/p/w500/cfRRV0paefuhmwiaBjnYpFStyYw.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Variety Program,Best Variety Program,,,The Web,,,CBS,https://image.tmdb.org/t/p/w500/lCOfqAKkcwelgFeQ8VWMLf35IJs.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,The Robert Q. Lewis Show,,,CBS,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,The Garry Moore Show,,,CBS,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Art Linkletter and the Kids,,,Syndicated,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,The Betty White Show,,,NBC,https://image.tmdb.org/t/p/w500/lsT6ZTYmJXrBRIFn5Nr0Q0DjLcd.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,House Party,,,CBS,https://image.tmdb.org/t/p/w500/hmUsEUI7RdgvTznkLCNSOHnjU4O.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,The Roy Rogers Show,,,NBC,https://image.tmdb.org/t/p/w500/eHk8hNQLkcGKDk3chB8rGLrUgtu.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Death Valley Days,,,CBS,https://image.tmdb.org/t/p/w500/miogG5V6KSOV6ijH9mE4OOXFlF1.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Ding Dong School,,,NBC,https://image.tmdb.org/t/p/w500/hOF2q4KlcSefAGy8Ljp6yd8Lsla.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,The Adventures of Wild Bill Hickok,,,Syndicated,https://image.tmdb.org/t/p/w500/ovzbqb1cvM754k0cC4mSP6HyDAm.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Stories of the Century,,,Syndicated,https://image.tmdb.org/t/p/w500/jpC586cOQF3M0UJehsGhTnPclER.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,"Kukla, Fran and Ollie",,,ABC,https://image.tmdb.org/t/p/w500/3gjJ3izq2yWvbz2pf5BS5mdXsf9.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Pabst Blue Ribbion Bouts,,,CBS,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,NCAA Football Games,,,ABC,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Greatest Moments in Sports,,,NBC,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Forrest Hills Tennis Matches,,,NBC,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Gillette Cavalcade of Sports,,,NBC,,,true,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,See It Now,,,CBS,https://image.tmdb.org/t/p/w500/dJkJQ0W9WKhNXu7WAw8bYcfFzNs.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Meet the Press,,,NBC,https://image.tmdb.org/t/p/w500/aCLynKB2KB2Raqv7UufWwuQghtp.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Life Is Worth Living,,,DuMont,https://image.tmdb.org/t/p/w500/cuNU4B0d1ZVb49GM9kxKKfJUjCy.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Omnibus,,,CBS,https://image.tmdb.org/t/p/w500/8VgL1w0koQ0cJK01OTTg5kkc7qx.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Zoo Parade,,,NBC,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Time for Beany,,,PTN,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Professional Football,,,DuMont,https://m.media-amazon.com/images/M/MV5BMjdkZWI3ZTQtYmUwMS00NmZlLWFmNzctNWEyOGZjYjAzNjBlXkEyXkFqcGdeQXVyMjE5MzM3MjA@._V1_SX300.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Annie Oakley,,,Syndicated,https://image.tmdb.org/t/p/w500/4VdzIUm8bYpQHM1eyzXEyZRhfgd.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,The Bob Crosby Show,,,CBS,,,false,,,,,,,,,,,,,,,,
1955,Best Children's Program,Best Children's Program,,,Lassie,,,CBS,https://image.tmdb.org/t/p/w500/vqbVr4fYRZb28ywczaidn29JJTA.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Dramatic Program,Best Dramatic Program,,,Studio One,,,CBS,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Dramatic Program,Best Dramatic Program,,,The Philco Television Playhouse,,,NBC,https://image.tmdb.org/t/p/w500/nnsKNCd14JjRTnaz6OZh4sQoNV6.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Dramatic Program,Best Dramatic Program,,,Medic,,,NBC,https://image.tmdb.org/t/p/w500/v100cC5xrjfv7ukmX7BLpzVeNc6.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Dramatic Program,Best Dramatic Program,,,Four Star Playhouse,,,CBS,https://image.tmdb.org/t/p/w500/pBaRhZP1zjR9eISEGZurYhd7pOB.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Dramatic Program,Best Dramatic Program,,,The United States Steel Hour,,,ABC,https://image.tmdb.org/t/p/w500/15Lz0tLjmTswcp46Buc3jxvhUoL.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,,,"Disneyland: ""Operation Undersea""",,,ABC,https://image.tmdb.org/t/p/w500/326jYzQSYtiFeoNEXz0jAEIDyX6.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,,,Light's Diamond Jubilee,,,Simulcast,,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,,,"Medic: ""White Is the Color""",,,NBC,https://image.tmdb.org/t/p/w500/v100cC5xrjfv7ukmX7BLpzVeNc6.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,,,"Shower of Stars: ""A Christmas Carol""",,,CBS,https://image.tmdb.org/t/p/w500/4fcXlj6SDll8mNehFuBZ02sKiGY.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,,,"Studio One: ""Twelve Angry Men""",,,CBS,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Ann Sothern,,Private Secretary,,Susie McNamara,CBS,https://image.tmdb.org/t/p/w500/9oiCsVuKTzcv051ECz5mRfuRxHm.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Art Carney,,The Jackie Gleason Show,,Ed Norton,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Audrey Meadows,,The Jackie Gleason Show,,Alice Kramden,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Bea Benaderet,,The George Burns and Gracie Allen Show,,Blanche Morton,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Ben Alexander,,Dragnet,,Officer Frank Smith,NBC,https://image.tmdb.org/t/p/w500/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Beverly Garland,,"Medic: ""White Is the Color""",,Estelle Collins,NBC,https://image.tmdb.org/t/p/w500/v100cC5xrjfv7ukmX7BLpzVeNc6.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Claire Trevor,,"Lux Video Theatre: ""Ladies in Retirement""",,Ellen Creed,CBS,https://image.tmdb.org/t/p/w500/9fBt1rbo63Gu7pO7WVo8RizMgUF.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Danny Thomas,,Make Room for Daddy,,Danny Williams,ABC,,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,David Niven,,"Four Star Playhouse: ""The Answer""",,Deacon,CBS,https://image.tmdb.org/t/p/w500/pBaRhZP1zjR9eISEGZurYhd7pOB.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Don DeFore,,The Adventures of Ozzie and Harriet,,Thorny,ABC,https://image.tmdb.org/t/p/w500/h9Kqsng08I3CtA5m2GVq52NVUIL.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Dorothy McGuire,,"Climax!: ""The Gioconda Smile""",,Janet Spence,CBS,https://image.tmdb.org/t/p/w500/fO9xn3sIVQHs5ap4gUnQ4AacONE.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Ethel Barrymore,,"Climax!: ""The Thirteenth Chair""",,Mme. Rosalie La Grange,CBS,https://image.tmdb.org/t/p/w500/fO9xn3sIVQHs5ap4gUnQ4AacONE.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Eva Marie Saint,,"The Philco Television Playhouse: ""Middle of the Night""",,Betty,NBC,https://image.tmdb.org/t/p/w500/nnsKNCd14JjRTnaz6OZh4sQoNV6.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Eve Arden,,Our Miss Brooks,,Connie Brooks,CBS,https://image.tmdb.org/t/p/w500/xNTKuGh4JYG449XJn7lf4V2WuGl.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Four Star Playhouse,,Roy Kellino,,,CBS,,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Frank Lovejoy,,"Lux Video Theatre: ""Double Indemnity""",,Walter Neff,CBS,https://image.tmdb.org/t/p/w500/pAcMS3JSpbqLdTQJ9JbXa0cLp7N.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Fredric March,,"The Best of Broadway: ""The Royal Family""",,Tony Cavendish,CBS,https://image.tmdb.org/t/p/w500/jKaKhA2ilsCcrgHYrpQiJ9SMb3.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Fredric March,,"Shower of Stars: ""A Christmas Carol""",,Ebenezer Scrooge,CBS,https://image.tmdb.org/t/p/w500/4fcXlj6SDll8mNehFuBZ02sKiGY.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Gale Gordon,,Our Miss Brooks,,Osgood Conklin,CBS,https://image.tmdb.org/t/p/w500/xNTKuGh4JYG449XJn7lf4V2WuGl.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Gracie Allen,,The George Burns and Gracie Allen Show,,Gracie Allen,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Jack Webb,,Dragnet,,Sgt. Joe Friday,NBC,https://image.tmdb.org/t/p/w500/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Jackie Gleason,,The Jackie Gleason Show,,Ralph Kramden,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Jean Hagen,,Make Room for Daddy,,Margaret Williams,ABC,,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Judith Anderson,,"Hallmark Hall of Fame: ""Macbeth""",,Lady Macbeth,CBS,https://image.tmdb.org/t/p/w500/dSeAHZYT2JLidmA9hfH15Ae3NPk.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Loretta Young,,The Loretta Young Show,,herself,NBC,,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Lucille Ball,,I Love Lucy,,Lucy Ricardo,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Marion Lorne,,Mister Peepers,,Mrs. Gurney,NBC,https://image.tmdb.org/t/p/w500/7LRD5QBTWln5eIC7FkzwqCjaK6k.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Richard Boone,,Medic,,Dr. Konrad Styner,NBC,https://image.tmdb.org/t/p/w500/v100cC5xrjfv7ukmX7BLpzVeNc6.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Robert Cummings,,"Studio One: ""Twelve Angry Men""",,Juror #8,CBS,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Robert Cummings,,My Hero,,Bob Beanblossom,NBC,https://image.tmdb.org/t/p/w500/ultFCYTFjTudEsCrGLFr4Sugdbf.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Ruth Hussey,,"Lux Video Theatre: ""Craig's Wife""",,Harriet Craig,CBS,https://image.tmdb.org/t/p/w500/dycKG8ajqQ1IPhzUJR10khvkd9Y.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,"Studio One: ""Twelve Angry Men""",,Franklin Schaffner,,,CBS,,,true,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,The Loretta Young Show,,Robert Florey,,,NBC,,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,The United States Steel Hour,,Alex Segal,,,ABC,,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Thomas Mitchell,,"The Ford Television Theatre: ""The Good of His Soul""",,Father Devlin,NBC,https://image.tmdb.org/t/p/w500/yNrVFRTdmtuvRhNrVMKtzYLcWD3.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Vivian Vance,,I Love Lucy,,Ethel Mertz,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Waterfront,,Ted Post,,,Syndicated,,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,William Frawley,,I Love Lucy,,Fred Mertz,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Individual Program of the Year,Best Individual Program of the Year,Your Hit Parade,,Clark Jones,,,NBC,,,false,,,,,,,,,,,,,,,,
1955,Best Situation Comedy,Best Situation Comedy,,,Make Room for Daddy,,,ABC,,,true,,,,,,,,,,,,,,,,
1955,Best Situation Comedy,Best Situation Comedy,,,Our Miss Brooks,,,CBS,https://image.tmdb.org/t/p/w500/xNTKuGh4JYG449XJn7lf4V2WuGl.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Situation Comedy,Best Situation Comedy,,,Mister Peepers,,,NBC,https://image.tmdb.org/t/p/w500/7LRD5QBTWln5eIC7FkzwqCjaK6k.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Situation Comedy,Best Situation Comedy,,,I Love Lucy,,,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Situation Comedy,Best Situation Comedy,,,Private Secretary,,,CBS,https://image.tmdb.org/t/p/w500/9oiCsVuKTzcv051ECz5mRfuRxHm.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Situation Comedy,Best Situation Comedy,,,The George Burns and Gracie Allen Show,,,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Variety Series including Musical Varieties,Best Variety Series including Musical Varieties,,,People Are Funny,,,NBC,https://image.tmdb.org/t/p/w500/wUzZCPG1V3FEeDvgIBnJ9wwlLwG.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Variety Series including Musical Varieties,Best Variety Series including Musical Varieties,,,The Jack Benny Program,,,CBS,https://image.tmdb.org/t/p/w500/iwXBIb8zWPpt916UoOiYBPigbEI.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Variety Series including Musical Varieties,Best Variety Series including Musical Varieties,,,The George Gobel Show,,,NBC,,,false,,,,,,,,,,,,,,,,
1955,Best Variety Series including Musical Varieties,Best Variety Series including Musical Varieties,,,Waterfront,,,Syndicated,https://image.tmdb.org/t/p/w500/8dLIRSN0NgcnfIj4QZa1Xd3d4b1.jpg,,false,,,,,,,,,,,,,,,,
1955,Best Variety Series including Musical Varieties,Best Variety Series including Musical Varieties,,,What's My Line?,,,CBS,https://image.tmdb.org/t/p/w500/A9T7xSQFnlxFgZkqC4lmHYPXhq4.jpg,,false,,,,,,,,,,,,,,,,
